revol_util,grade,sub_grade
11.70%,B,B2
11.70%,B,B3
11.70%,B,B4
11.70%,B,B5
11.70%,C,C1
11.70%,C,C4
11.70%,D,D5
11.80%,A,A1
11.80%,A,A1
11.80%,A,A1
11.80%,A,A1
11.80%,A,A1
11.80%,A,A1
11.80%,A,A1
11.80%,A,A1
11.80%,A,A2
11.80%,A,A2
11.80%,A,A2
11.80%,A,A2
11.80%,A,A2
11.80%,A,A3
11.80%,A,A3
11.80%,A,A4
11.80%,A,A4
11.80%,A,A4
11.80%,A,A5
11.80%,A,A5
11.80%,B,B1
11.80%,B,B1
11.80%,B,B2
11.80%,B,B2
11.80%,B,B3
11.80%,B,B3
11.80%,B,B3
11.80%,B,B5
11.80%,B,B5
11.80%,B,B5
11.80%,B,B5
11.80%,B,B5
11.80%,B,B5
11.80%,C,C2
11.80%,C,C3
11.80%,C,C3
11.80%,D,D2
11.80%,D,D3
11.80%,D,D3
11.80%,D,D4
11.90%,A,A1
11.90%,A,A2
11.90%,A,A2
11.90%,A,A2
11.90%,A,A2
11.90%,A,A2
11.90%,A,A3
11.90%,A,A3
11.90%,A,A3
11.90%,A,A3
11.90%,A,A4
11.90%,A,A4
11.90%,A,A4
11.90%,A,A4
11.90%,A,A5
11.90%,A,A5
11.90%,A,A5
11.90%,A,A5
11.90%,B,B1
11.90%,B,B1
11.90%,B,B2
11.90%,B,B3
11.90%,B,B4
11.90%,B,B5
11.90%,C,C2
11.90%,D,D1
11.90%,D,D2
11.90%,D,D3
12%,A,A1
12%,A,A1
12%,A,A1
12%,A,A2
12%,A,A2
12%,A,A2
12%,A,A2
12%,A,A3
12%,A,A4
12%,A,A4
12%,A,A4
12%,A,A4
12%,A,A4
12%,A,A4
12%,A,A5
12%,A,A5
12%,B,B1
12%,B,B1
12%,B,B1
12%,B,B1
12%,B,B1
12%,B,B1
12%,B,B1
12%,B,B2
12%,B,B2
12%,B,B2
12%,B,B2
12%,B,B2
12%,B,B3
12%,B,B4
12%,B,B4
12%,C,C2
12%,C,C2
12%,C,C4
12%,D,D3
12%,D,D3
12.10%,A,A2
12.10%,A,A2
12.10%,A,A2
12.10%,A,A3
12.10%,A,A3
12.10%,A,A3
12.10%,A,A3
12.10%,A,A3
12.10%,A,A4
12.10%,A,A4
12.10%,A,A4
12.10%,A,A4
12.10%,A,A4
12.10%,A,A4
12.10%,A,A4
12.10%,A,A4
12.10%,A,A5
12.10%,A,A5
12.10%,A,A5
12.10%,A,A5
12.10%,A,A5
12.10%,B,B1
12.10%,B,B1
12.10%,B,B1
12.10%,B,B1
12.10%,B,B2
12.10%,B,B2
12.10%,B,B2
12.10%,B,B3
12.10%,B,B3
12.10%,B,B3
12.10%,B,B3
12.10%,B,B4
12.10%,B,B4
12.10%,B,B4
12.10%,B,B4
12.10%,B,B5
12.10%,B,B5
12.10%,C,C1
12.10%,D,D2
12.10%,D,D2
12.10%,D,D5
12.20%,A,A1
12.20%,A,A2
12.20%,A,A2
12.20%,A,A2
12.20%,A,A2
12.20%,A,A3
12.20%,A,A3
12.20%,A,A3
12.20%,A,A3
12.20%,A,A4
12.20%,A,A4
12.20%,A,A5
12.20%,A,A5
12.20%,A,A5
12.20%,B,B1
12.20%,B,B3
12.20%,B,B3
12.20%,B,B5
12.20%,B,B5
12.20%,C,C1
12.20%,C,C3
12.20%,C,C4
12.20%,C,C4
12.20%,C,C5
12.20%,D,D3
12.20%,D,D4
12.20%,D,D5
12.20%,E,E1
12.30%,A,A1
12.30%,A,A1
12.30%,A,A1
12.30%,A,A2
12.30%,A,A2
12.30%,A,A3
12.30%,A,A3
12.30%,A,A3
12.30%,A,A3
12.30%,A,A4
12.30%,A,A5
12.30%,A,A5
12.30%,A,A5
12.30%,B,B1
12.30%,B,B2
12.30%,B,B2
12.30%,B,B3
12.30%,B,B3
12.30%,B,B4
12.30%,B,B4
12.30%,B,B5
12.30%,C,C1
12.30%,C,C4
12.30%,C,C4
12.30%,D,D4
12.30%,E,E2
12.30%,E,E5
12.40%,A,A1
12.40%,A,A1
12.40%,A,A1
12.40%,A,A1
12.40%,A,A1
12.40%,A,A2
12.40%,A,A2
12.40%,A,A2
12.40%,A,A2
12.40%,A,A2
12.40%,A,A2
12.40%,A,A2
12.40%,A,A2
12.40%,A,A3
12.40%,A,A3
12.40%,A,A4
12.40%,A,A4
12.40%,A,A4
12.40%,A,A4
12.40%,A,A4
12.40%,A,A5
12.40%,B,B1
12.40%,B,B1
12.40%,B,B1
12.40%,B,B1
12.40%,B,B2
12.40%,B,B2
12.40%,B,B2
12.40%,B,B3
12.40%,B,B3
12.40%,B,B3
12.40%,B,B3
12.40%,B,B3
12.40%,B,B4
12.40%,B,B5
12.40%,B,B5
12.40%,C,C1
12.40%,C,C1
12.40%,C,C3
12.40%,C,C5
12.42%,B,B3
12.50%,A,A2
12.50%,A,A2
12.50%,A,A2
12.50%,A,A2
12.50%,A,A2
12.50%,A,A2
12.50%,A,A3
12.50%,A,A3
12.50%,A,A3
12.50%,A,A3
12.50%,A,A3
12.50%,A,A3
12.50%,A,A4
12.50%,A,A4
12.50%,A,A4
12.50%,A,A4
12.50%,A,A5
12.50%,A,A5
12.50%,A,A5
12.50%,B,B1
12.50%,B,B1
12.50%,B,B1
12.50%,B,B2
12.50%,B,B2
12.50%,B,B3
12.50%,B,B5
12.50%,B,B5
12.50%,C,C1
12.50%,C,C2
12.50%,C,C4
12.50%,C,C5
12.60%,A,A1
12.60%,A,A1
12.60%,A,A1
12.60%,A,A1
12.60%,A,A1
12.60%,A,A1
12.60%,A,A2
12.60%,A,A2
12.60%,A,A2
12.60%,A,A2
12.60%,A,A2
12.60%,A,A4
12.60%,A,A5
12.60%,A,A5
12.60%,B,B1
12.60%,B,B1
12.60%,B,B1
12.60%,B,B2
12.60%,B,B3
12.60%,B,B4
12.60%,B,B4
12.60%,B,B4
12.60%,B,B4
12.60%,B,B4
12.60%,B,B5
12.60%,B,B5
12.60%,C,C1
12.60%,C,C1
12.60%,C,C2
12.60%,C,C5
12.60%,D,D3
12.60%,D,D3
12.60%,D,D3
12.70%,A,A1
12.70%,A,A2
12.70%,A,A2
12.70%,A,A3
12.70%,A,A3
12.70%,A,A3
12.70%,A,A3
12.70%,A,A3
12.70%,A,A4
12.70%,A,A4
12.70%,A,A5
12.70%,A,A5
12.70%,A,A5
12.70%,A,A5
12.70%,A,A5
12.70%,A,A5
12.70%,A,A5
12.70%,B,B1
12.70%,B,B2
12.70%,B,B3
12.70%,B,B4
12.70%,B,B4
12.70%,B,B4
12.70%,B,B5
12.70%,C,C1
12.70%,C,C1
12.70%,C,C1
12.70%,C,C2
12.70%,D,D2
12.70%,E,E3
12.80%,A,A1
12.80%,A,A1
12.80%,A,A1
12.80%,A,A2
12.80%,A,A2
12.80%,A,A2
12.80%,A,A3
12.80%,A,A3
12.80%,A,A3
12.80%,A,A3
12.80%,A,A3
12.80%,A,A3
12.80%,A,A4
12.80%,A,A4
12.80%,A,A4
12.80%,A,A4
12.80%,A,A4
12.80%,A,A4
12.80%,A,A4
12.80%,A,A5
12.80%,A,A5
12.80%,A,A5
12.80%,A,A5
12.80%,A,A5
12.80%,A,A5
12.80%,A,A5
12.80%,B,B1
12.80%,B,B1
12.80%,B,B2
12.80%,B,B2
12.80%,B,B2
12.80%,B,B2
12.80%,B,B3
12.80%,B,B3
12.80%,B,B4
12.80%,B,B5
12.80%,B,B5
12.80%,C,C2
12.80%,C,C2
12.80%,C,C4
12.80%,C,C4
12.80%,D,D1
12.80%,D,D2
12.80%,D,D4
12.80%,E,E4
12.90%,A,A1
12.90%,A,A1
12.90%,A,A1
12.90%,A,A1
12.90%,A,A2
12.90%,A,A2
12.90%,A,A2
12.90%,A,A2
12.90%,A,A2
12.90%,A,A2
12.90%,A,A2
12.90%,A,A3
12.90%,A,A3
12.90%,A,A3
12.90%,A,A3
12.90%,A,A3
12.90%,A,A3
12.90%,A,A4
12.90%,A,A4
12.90%,A,A4
12.90%,A,A4
12.90%,A,A4
12.90%,A,A4
12.90%,A,A4
12.90%,A,A5
12.90%,A,A5
12.90%,A,A5
12.90%,B,B4
12.90%,B,B4
12.90%,B,B4
12.90%,C,C2
12.90%,E,E1
13%,A,A1
13%,A,A2
13%,A,A2
13%,A,A2
13%,A,A2
13%,A,A2
13%,A,A3
13%,A,A3
13%,A,A3
13%,A,A3
13%,A,A4
13%,A,A4
13%,A,A4
13%,A,A4
13%,A,A4
13%,A,A5
13%,A,A5
13%,A,A5
13%,B,B1
13%,B,B2
13%,B,B2
13%,B,B2
13%,B,B3
13%,B,B3
13%,B,B4
13%,B,B4
13%,B,B5
13%,C,C1
13%,C,C4
13%,C,C5
13%,D,D1
13%,E,E4
13.10%,A,A1
13.10%,A,A1
13.10%,A,A1
13.10%,A,A1
13.10%,A,A1
13.10%,A,A1
13.10%,A,A2
13.10%,A,A2
13.10%,A,A3
13.10%,A,A3
13.10%,A,A3
13.10%,A,A3
13.10%,A,A4
13.10%,A,A4
13.10%,A,A4
13.10%,A,A5
13.10%,A,A5
13.10%,A,A5
13.10%,A,A5
13.10%,B,B1
13.10%,B,B1
13.10%,B,B4
13.10%,B,B4
13.10%,C,C2
13.10%,C,C2
13.10%,C,C3
13.10%,D,D2
13.10%,D,D3
13.10%,E,E1
13.10%,F,F5
13.10%,G,G4
13.20%,A,A1
13.20%,A,A2
13.20%,A,A2
13.20%,A,A2
13.20%,A,A2
13.20%,A,A3
13.20%,A,A3
13.20%,A,A3
13.20%,A,A3
13.20%,A,A3
13.20%,A,A3
13.20%,A,A3
13.20%,A,A3
13.20%,A,A4
13.20%,A,A4
13.20%,A,A4
13.20%,A,A4
13.20%,A,A5
13.20%,A,A5
13.20%,A,A5
13.20%,B,B3
13.20%,B,B3
13.20%,B,B5
13.20%,C,C2
13.20%,C,C4
13.20%,C,C5
13.20%,D,D5
13.20%,E,E4
13.30%,A,A1
13.30%,A,A1
13.30%,A,A1
13.30%,A,A2
13.30%,A,A3
13.30%,A,A3
13.30%,A,A3
13.30%,A,A3
13.30%,A,A4
13.30%,A,A4
13.30%,A,A5
13.30%,A,A5
13.30%,A,A5
13.30%,B,B1
13.30%,B,B1
13.30%,B,B1
13.30%,B,B2
13.30%,B,B2
13.30%,B,B2
13.30%,B,B2
13.30%,B,B2
13.30%,B,B3
13.30%,B,B4
13.30%,B,B5
13.30%,C,C2
13.30%,C,C4
13.30%,E,E1
13.40%,A,A1
13.40%,A,A1
13.40%,A,A1
13.40%,A,A2
13.40%,A,A2
13.40%,A,A2
13.40%,A,A2
13.40%,A,A2
13.40%,A,A2
13.40%,A,A3
13.40%,A,A3
13.40%,A,A4
13.40%,A,A4
13.40%,A,A4
13.40%,A,A4
13.40%,A,A5
13.40%,A,A5
13.40%,A,A5
13.40%,A,A5
13.40%,A,A5
13.40%,B,B1
13.40%,B,B1
13.40%,B,B2
13.40%,B,B4
13.40%,B,B4
13.40%,B,B5
13.40%,B,B5
13.40%,C,C2
13.40%,C,C3
13.40%,C,C3
13.40%,C,C3
13.40%,D,D1
13.40%,D,D4
13.40%,D,D4
13.40%,D,D5
13.50%,A,A2
13.50%,A,A3
13.50%,A,A4
13.50%,A,A5
13.50%,A,A5
13.50%,A,A5
13.50%,A,A5
13.50%,A,A5
13.50%,A,A5
13.50%,B,B1
13.50%,B,B1
13.50%,B,B1
13.50%,B,B1
13.50%,B,B3
13.50%,B,B4
13.50%,B,B4
13.50%,B,B4
13.50%,B,B5
13.50%,C,C1
13.50%,C,C2
13.50%,C,C3
13.50%,C,C3
13.50%,D,D1
13.50%,D,D5
13.50%,F,F1
13.56%,D,D1
13.60%,A,A1
13.60%,A,A1
13.60%,A,A1
13.60%,A,A1
13.60%,A,A2
13.60%,A,A3
13.60%,A,A4
13.60%,A,A4
13.60%,A,A5
13.60%,A,A5
13.60%,A,A5
13.60%,A,A5
13.60%,A,A5
13.60%,A,A5
13.60%,B,B2
13.60%,B,B3
13.60%,B,B4
13.60%,B,B5
13.60%,C,C1
13.60%,C,C2
13.60%,C,C5
13.60%,D,D1
13.60%,D,D1
13.60%,D,D3
13.70%,A,A1
13.70%,A,A1
13.70%,A,A1
13.70%,A,A2
13.70%,A,A2
13.70%,A,A2
13.70%,A,A2
13.70%,A,A2
13.70%,A,A2
13.70%,A,A3
13.70%,A,A3
13.70%,A,A3
13.70%,A,A3
13.70%,A,A3
13.70%,A,A4
13.70%,A,A4
13.70%,A,A4
13.70%,A,A4
13.70%,A,A4
13.70%,A,A4
13.70%,A,A4
13.70%,A,A5
13.70%,A,A5
13.70%,B,B2
13.70%,B,B4
13.70%,B,B4
13.70%,C,C1
13.70%,C,C1
13.70%,C,C1
13.70%,C,C1
13.70%,C,C5
13.70%,C,C5
13.70%,D,D3
13.80%,A,A1
13.80%,A,A2
13.80%,A,A2
13.80%,A,A2
13.80%,A,A2
13.80%,A,A2
13.80%,A,A3
13.80%,A,A3
13.80%,A,A3
13.80%,A,A3
13.80%,A,A4
13.80%,A,A4
13.80%,A,A4
13.80%,A,A4
13.80%,A,A4
13.80%,A,A5
13.80%,A,A5
13.80%,A,A5
13.80%,A,A5
13.80%,B,B2
13.80%,B,B2
13.80%,B,B3
13.80%,B,B3
13.80%,B,B3
13.80%,B,B3
13.80%,B,B4
13.80%,B,B5
13.80%,B,B5
13.80%,B,B5
13.80%,B,B5
13.80%,C,C1
13.80%,C,C2
13.80%,C,C3
13.90%,A,A1
13.90%,A,A1
13.90%,A,A2
13.90%,A,A3
13.90%,A,A3
13.90%,A,A3
13.90%,A,A3
13.90%,A,A4
13.90%,A,A4
13.90%,A,A5
13.90%,A,A5
13.90%,A,A5
13.90%,B,B2
13.90%,B,B2
13.90%,B,B2
13.90%,B,B3
13.90%,B,B3
13.90%,B,B3
13.90%,B,B3
13.90%,B,B4
13.90%,B,B4
13.90%,B,B5
13.90%,B,B5
13.90%,B,B5
13.90%,C,C1
13.90%,C,C1
13.90%,C,C3
13.90%,C,C3
13.90%,C,C3
13.90%,C,C4
13.90%,D,D2
14%,A,A1
14%,A,A1
14%,A,A2
14%,A,A2
14%,A,A2
14%,A,A3
14%,A,A3
14%,A,A3
14%,A,A3
14%,A,A4
14%,A,A4
14%,A,A4
14%,A,A4
14%,A,A4
14%,A,A5
14%,A,A5
14%,B,B1
14%,B,B1
14%,B,B1
14%,B,B2
14%,B,B2
14%,B,B2
14%,B,B3
14%,B,B3
14%,B,B4
14%,B,B4
14%,C,C1
14%,C,C2
14%,C,C3
14%,D,D2
14.10%,A,A1
14.10%,A,A1
14.10%,A,A1
14.10%,A,A1
14.10%,A,A2
14.10%,A,A2
14.10%,A,A2
14.10%,A,A2
14.10%,A,A2
14.10%,A,A3
14.10%,A,A3
14.10%,A,A4
14.10%,A,A4
14.10%,A,A5
14.10%,A,A5
14.10%,A,A5
14.10%,A,A5
14.10%,B,B1
14.10%,B,B1
14.10%,B,B1
14.10%,B,B2
14.10%,B,B2
14.10%,B,B3
14.10%,B,B3
14.10%,B,B3
14.10%,B,B4
14.10%,B,B4
14.10%,B,B4
14.10%,B,B5
14.10%,C,C2
14.10%,C,C3
14.10%,C,C3
14.10%,C,C4
14.10%,D,D1
14.10%,D,D3
14.10%,D,D3
14.10%,D,D5
14.10%,F,F2
14.20%,A,A1
14.20%,A,A1
14.20%,A,A2
14.20%,A,A2
14.20%,A,A2
14.20%,A,A2
14.20%,A,A2
14.20%,A,A2
14.20%,A,A3
14.20%,A,A3
14.20%,A,A3
14.20%,A,A3
14.20%,A,A3
14.20%,A,A3
14.20%,A,A4
14.20%,A,A4
14.20%,A,A5
14.20%,A,A5
14.20%,A,A5
14.20%,B,B1
14.20%,B,B1
14.20%,B,B1
14.20%,B,B1
14.20%,B,B2
14.20%,B,B2
14.20%,B,B2
14.20%,B,B3
14.20%,B,B3
14.20%,B,B3
14.20%,B,B3
14.20%,B,B3
14.20%,B,B3
14.20%,B,B3
14.20%,B,B4
14.20%,B,B4
14.20%,B,B5
14.20%,B,B5
14.20%,C,C1
14.20%,C,C1
14.20%,C,C2
14.20%,C,C2
14.20%,C,C2
14.20%,C,C2
14.20%,C,C5
14.20%,E,E4
14.30%,A,A1
14.30%,A,A1
14.30%,A,A1
14.30%,A,A2
14.30%,A,A2
14.30%,A,A2
14.30%,A,A2
14.30%,A,A3
14.30%,A,A3
14.30%,A,A3
14.30%,A,A3
14.30%,A,A3
14.30%,A,A3
14.30%,A,A3
14.30%,A,A4
14.30%,A,A4
14.30%,A,A4
14.30%,A,A4
14.30%,A,A4
14.30%,A,A4
14.30%,A,A4
14.30%,A,A4
14.30%,A,A5
14.30%,A,A5
14.30%,A,A5
14.30%,B,B1
14.30%,B,B2
14.30%,B,B2
14.30%,B,B2
14.30%,B,B2
14.30%,B,B2
14.30%,B,B3
14.30%,B,B4
14.30%,B,B5
14.30%,C,C2
14.30%,C,C3
14.30%,C,C3
14.30%,C,C4
14.30%,D,D2
14.30%,D,D3
14.30%,D,D5
14.30%,E,E3
14.40%,A,A1
14.40%,A,A1
14.40%,A,A1
14.40%,A,A1
14.40%,A,A2
14.40%,A,A3
14.40%,A,A3
14.40%,A,A3
14.40%,A,A3
14.40%,A,A3
14.40%,A,A3
14.40%,A,A4
14.40%,A,A4
14.40%,A,A4
14.40%,A,A4
14.40%,A,A4
14.40%,A,A5
14.40%,A,A5
14.40%,A,A5
14.40%,B,B1
14.40%,B,B1
14.40%,B,B2
14.40%,B,B3
14.40%,B,B3
14.40%,B,B4
14.40%,B,B5
14.40%,B,B5
14.40%,B,B5
14.40%,B,B5
14.40%,C,C1
14.40%,C,C1
14.40%,C,C2
14.40%,C,C4
14.40%,D,D1
14.40%,F,F1
14.50%,A,A2
14.50%,A,A2
14.50%,A,A3
14.50%,A,A3
14.50%,A,A3
14.50%,A,A4
14.50%,A,A4
14.50%,A,A4
14.50%,A,A4
14.50%,A,A4
14.50%,A,A4
14.50%,A,A5
14.50%,A,A5
14.50%,B,B2
14.50%,B,B3
14.50%,B,B4
14.50%,B,B4
14.50%,B,B4
14.50%,B,B5
14.50%,B,B5
14.50%,B,B5
14.50%,C,C1
14.50%,C,C2
14.50%,C,C2
14.50%,C,C3
14.50%,D,D3
14.60%,A,A1
14.60%,A,A1
14.60%,A,A1
14.60%,A,A2
14.60%,A,A2
14.60%,A,A2
14.60%,A,A2
14.60%,A,A2
14.60%,A,A3
14.60%,A,A4
14.60%,A,A4
14.60%,A,A4
14.60%,A,A4
14.60%,A,A4
14.60%,A,A5
14.60%,A,A5
14.60%,B,B1
14.60%,B,B1
14.60%,B,B2
14.60%,B,B3
14.60%,B,B3
14.60%,B,B3
14.60%,B,B3
14.60%,B,B4
14.60%,B,B4
14.60%,B,B4
14.60%,B,B4
14.60%,B,B5
14.60%,C,C1
14.60%,E,E2
14.60%,F,F2
14.70%,A,A1
14.70%,A,A1
14.70%,A,A2
14.70%,A,A2
14.70%,A,A2
14.70%,A,A2
14.70%,A,A3
14.70%,A,A3
14.70%,A,A3
14.70%,A,A3
14.70%,A,A3
14.70%,A,A3
14.70%,A,A4
14.70%,A,A4
14.70%,A,A4
14.70%,A,A4
14.70%,A,A4
14.70%,A,A4
14.70%,A,A5
14.70%,A,A5
14.70%,A,A5
14.70%,A,A5
14.70%,A,A5
14.70%,B,B1
14.70%,B,B2
14.70%,B,B2
14.70%,B,B3
14.70%,B,B3
14.70%,B,B4
14.70%,B,B4
14.70%,B,B5
14.70%,C,C1
14.70%,C,C3
14.70%,C,C4
14.70%,E,E5
14.80%,A,A1
14.80%,A,A1
14.80%,A,A1
14.80%,A,A2
14.80%,A,A2
14.80%,A,A2
14.80%,A,A2
14.80%,A,A3
14.80%,A,A3
14.80%,A,A3
14.80%,A,A4
14.80%,A,A4
14.80%,A,A4
14.80%,A,A4
14.80%,A,A4
14.80%,A,A5
14.80%,A,A5
14.80%,A,A5
14.80%,A,A5
14.80%,A,A5
14.80%,B,B1
14.80%,B,B1
14.80%,B,B1
14.80%,B,B2
14.80%,B,B2
14.80%,B,B2
14.80%,B,B2
14.80%,B,B2
14.80%,B,B3
14.80%,B,B3
14.80%,B,B3
14.80%,B,B3
14.80%,B,B4
14.80%,B,B4
14.80%,B,B5
14.80%,B,B5
14.80%,C,C2
14.80%,C,C2
14.80%,C,C3
14.80%,C,C3
14.80%,D,D5
14.80%,E,E1
14.90%,A,A1
14.90%,A,A1
14.90%,A,A2
14.90%,A,A2
14.90%,A,A3
14.90%,A,A3
14.90%,A,A3
14.90%,A,A3
14.90%,A,A4
14.90%,A,A4
14.90%,A,A4
14.90%,A,A4
14.90%,A,A4
14.90%,A,A4
14.90%,A,A4
14.90%,A,A4
14.90%,A,A5
14.90%,A,A5
14.90%,A,A5
14.90%,A,A5
14.90%,A,A5
14.90%,A,A5
14.90%,A,A5
14.90%,B,B1
14.90%,B,B1
14.90%,B,B1
14.90%,B,B1
14.90%,B,B1
14.90%,B,B1
14.90%,B,B1
14.90%,B,B1
14.90%,B,B2
14.90%,B,B2
14.90%,B,B3
14.90%,B,B4
14.90%,B,B4
14.90%,B,B4
14.90%,B,B5
14.90%,C,C5
14.90%,C,C5
14.90%,C,C5
14.90%,D,D1
14.90%,E,E1
14.90%,F,F4
15%,A,A1
15%,A,A1
15%,A,A1
15%,A,A2
15%,A,A2
15%,A,A2
15%,A,A2
15%,A,A2
15%,A,A3
15%,A,A4
15%,A,A4
15%,A,A4
15%,A,A5
15%,A,A5
15%,A,A5
15%,A,A5
15%,B,B1
15%,B,B1
15%,B,B3
15%,B,B3
15%,B,B3
15%,B,B4
15%,B,B5
15%,C,C1
15%,C,C2
15%,C,C2
15%,C,C4
15%,C,C5
15%,D,D3
15%,E,E2
15%,E,E3
15.10%,A,A1
15.10%,A,A1
15.10%,A,A1
15.10%,A,A1
15.10%,A,A1
15.10%,A,A1
15.10%,A,A2
15.10%,A,A2
15.10%,A,A2
15.10%,A,A2
15.10%,A,A2
15.10%,A,A3
15.10%,A,A4
15.10%,A,A4
15.10%,A,A4
15.10%,A,A4
15.10%,A,A5
15.10%,A,A5
15.10%,A,A5
15.10%,A,A5
15.10%,B,B1
15.10%,B,B1
15.10%,B,B1
15.10%,B,B1
15.10%,B,B2
15.10%,B,B2
15.10%,B,B3
15.10%,B,B3
15.10%,B,B3
15.10%,B,B3
15.10%,B,B4
15.10%,B,B5
15.10%,C,C1
15.10%,C,C1
15.10%,C,C4
15.10%,D,D1
15.10%,D,D1
15.10%,D,D2
15.10%,D,D3
15.10%,D,D4
15.20%,A,A1
15.20%,A,A1
15.20%,A,A2
15.20%,A,A2
15.20%,A,A2
15.20%,A,A3
15.20%,A,A3
15.20%,A,A3
15.20%,A,A4
15.20%,A,A4
15.20%,A,A4
15.20%,A,A4
15.20%,A,A5
15.20%,A,A5
15.20%,A,A5
15.20%,A,A5
15.20%,B,B2
15.20%,B,B2
15.20%,B,B2
15.20%,B,B2
15.20%,B,B3
15.20%,B,B3
15.20%,B,B3
15.20%,B,B4
15.20%,C,C1
15.20%,C,C1
15.20%,C,C1
15.20%,D,D3
15.20%,E,E1
15.20%,G,G1
15.30%,A,A1
15.30%,A,A1
15.30%,A,A1
15.30%,A,A2
15.30%,A,A2
15.30%,A,A2
15.30%,A,A3
15.30%,A,A3
15.30%,A,A3
15.30%,A,A3
15.30%,A,A4
15.30%,A,A4
15.30%,A,A4
15.30%,A,A4
15.30%,A,A5
15.30%,A,A5
15.30%,B,B1
15.30%,B,B1
15.30%,B,B1
15.30%,B,B1
15.30%,B,B3
15.30%,B,B3
15.30%,B,B3
15.30%,B,B4
15.30%,B,B4
15.30%,B,B4
15.30%,B,B5
15.30%,C,C1
15.30%,C,C1
15.30%,C,C1
15.30%,C,C3
15.30%,C,C3
15.30%,C,C4
15.30%,D,D2
15.30%,D,D2
15.30%,D,D4
15.40%,A,A1
15.40%,A,A1
15.40%,A,A1
15.40%,A,A1
15.40%,A,A2
15.40%,A,A2
15.40%,A,A2
15.40%,A,A3
15.40%,A,A3
15.40%,A,A4
15.40%,A,A4
15.40%,A,A4
15.40%,A,A4
15.40%,A,A4
15.40%,A,A5
15.40%,A,A5
15.40%,A,A5
15.40%,B,B1
15.40%,B,B1
15.40%,B,B1
15.40%,B,B1
15.40%,B,B2
15.40%,B,B3
15.40%,B,B4
15.40%,B,B4
15.40%,B,B4
15.40%,B,B5
15.40%,D,D2
15.50%,A,A1
15.50%,A,A1
15.50%,A,A1
15.50%,A,A1
15.50%,A,A1
15.50%,A,A2
15.50%,A,A2
15.50%,A,A2
15.50%,A,A2
15.50%,A,A3
15.50%,A,A3
15.50%,A,A3
15.50%,A,A3
15.50%,A,A4
15.50%,A,A4
15.50%,A,A4
15.50%,A,A4
15.50%,A,A5
15.50%,A,A5
15.50%,B,B1
15.50%,B,B1
15.50%,B,B2
15.50%,B,B2
15.50%,B,B3
15.50%,B,B4
15.50%,B,B4
15.50%,B,B5
15.50%,B,B5
15.50%,B,B5
15.50%,B,B5
15.50%,B,B5
15.50%,C,C1
15.50%,C,C1
15.50%,C,C1
15.50%,C,C2
15.50%,C,C2
15.50%,C,C3
15.50%,C,C5
15.50%,D,D2
15.60%,A,A1
15.60%,A,A1
15.60%,A,A1
15.60%,A,A1
15.60%,A,A1
15.60%,A,A1
15.60%,A,A1
15.60%,A,A2
15.60%,A,A3
15.60%,A,A3
15.60%,A,A3
15.60%,A,A3
15.60%,A,A3
15.60%,A,A3
15.60%,A,A4
15.60%,A,A4
15.60%,A,A4
15.60%,A,A4
15.60%,A,A5
15.60%,A,A5
15.60%,A,A5
15.60%,A,A5
15.60%,A,A5
15.60%,A,A5
15.60%,A,A5
15.60%,B,B1
15.60%,B,B2
15.60%,B,B2
15.60%,B,B3
15.60%,B,B3
15.60%,B,B3
15.60%,B,B3
15.60%,B,B4
15.60%,B,B5
15.60%,B,B5
15.60%,B,B5
15.60%,B,B5
15.60%,B,B5
15.60%,C,C2
15.60%,C,C3
15.60%,C,C3
15.60%,C,C5
15.60%,E,E1
15.60%,E,E2
15.70%,A,A1
15.70%,A,A2
15.70%,A,A2
15.70%,A,A2
15.70%,A,A2
15.70%,A,A2
15.70%,A,A3
15.70%,A,A3
15.70%,A,A4
15.70%,A,A4
15.70%,A,A4
15.70%,A,A5
15.70%,A,A5
15.70%,A,A5
15.70%,A,A5
15.70%,A,A5
15.70%,A,A5
15.70%,A,A5
15.70%,B,B1
15.70%,B,B2
15.70%,B,B2
15.70%,B,B2
15.70%,B,B3
15.70%,B,B4
15.70%,B,B5
15.70%,C,C1
15.70%,C,C1
15.70%,C,C3
15.70%,C,C3
15.70%,D,D3
15.80%,A,A1
15.80%,A,A1
15.80%,A,A1
15.80%,A,A2
15.80%,A,A2
15.80%,A,A2
15.80%,A,A2
15.80%,A,A3
15.80%,A,A3
15.80%,A,A3
15.80%,A,A5
15.80%,A,A5
15.80%,A,A5
15.80%,A,A5
15.80%,A,A5
15.80%,B,B1
15.80%,B,B1
15.80%,B,B1
15.80%,B,B1
15.80%,B,B2
15.80%,B,B2
15.80%,B,B3
15.80%,B,B3
15.80%,B,B3
15.80%,B,B5
15.80%,B,B5
15.80%,B,B5
15.80%,C,C1
15.80%,C,C2
15.80%,C,C2
15.80%,C,C3
15.80%,C,C3
15.80%,C,C3
15.80%,C,C4
15.80%,D,D1
15.80%,D,D3
15.80%,E,E2
15.90%,A,A1
15.90%,A,A1
15.90%,A,A1
15.90%,A,A1
15.90%,A,A2
15.90%,A,A2
15.90%,A,A3
15.90%,A,A3
15.90%,A,A4
15.90%,A,A4
15.90%,A,A4
15.90%,A,A5
15.90%,A,A5
15.90%,A,A5
15.90%,A,A5
15.90%,A,A5
15.90%,A,A5
15.90%,B,B2
15.90%,B,B2
15.90%,B,B3
15.90%,B,B3
